,Age,SibSp,Parch,Fare,Survived,Pclass,Sex,Embarked,Title
0,-0.5603308361781305,0.481287771858981,-0.444999501816175,-0.5032708482286589,0.0,3,male,S,Mr.
1,0.6551066700569848,0.481287771858981,-0.444999501816175,0.7347559687117448,1.0,1,female,C,Mrs.
2,-0.2564714596193517,-0.47908676070718687,-0.444999501816175,-0.4902203244943711,1.0,3,female,S,Miss.
3,0.42721213763790067,0.481287771858981,-0.444999501816175,0.3831980602411141,1.0,1,female,S,Mrs.
4,0.42721213763790067,-0.47908676070718687,-0.444999501816175,-0.4878035608398733,0.0,3,male,S,Mr.
5,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.4799094440388219,0.0,3,male,Q,Mr.
6,1.8705441762921,-0.47908676070718687,-0.444999501816175,0.3592721000615863,0.0,1,male,S,Mr.
7,-2.0796277189720245,2.4020368369913165,0.7107630931786129,-0.2359767880412083,0.0,3,male,S,Master.
8,-0.180506615479657,-0.47908676070718687,1.8665256881734007,-0.4281907018325702,1.0,3,female,S,Mrs.
9,-1.1680495892956881,0.481287771858981,-0.444999501816175,-0.06205100817616179,1.0,2,female,C,Mrs.
10,-1.9276980306926352,0.481287771858981,0.7107630931786129,-0.32056351594862936,1.0,3,female,S,Miss.
11,2.1744035528508787,-0.47908676070718687,-0.444999501816175,-0.13012253997420703,1.0,1,female,S,Miss.
12,-0.71226052445752,-0.47908676070718687,-0.444999501816175,-0.4878035608398733,0.0,3,male,S,Mr.
13,0.7310715141966795,0.481287771858981,5.333813473157765,-0.03876887383419231,0.0,3,male,S,Mr.
14,-1.1680495892956881,-0.47908676070718687,-0.444999501816175,-0.4915891794282786,0.0,3,female,S,Miss.
15,1.9465090204317947,-0.47908676070718687,-0.444999501816175,-0.33409739241381675,1.0,2,female,S,Mrs.
16,-2.0796277189720245,3.3624113695574844,0.7107630931786129,-0.0803372086915535,0.0,3,male,Q,Master.
17,0.10932811232244531,-0.47908676070718687,-0.444999501816175,-0.39209972012176264,1.0,2,male,S,Mr.
18,0.12335276107912184,0.481287771858981,-0.444999501816175,-0.2954291739418528,0.0,3,female,S,Other
19,-0.5462523515767146,-0.47908676070718687,-0.444999501816175,-0.5037542009595585,1.0,3,female,C,Mrs.
20,0.42721213763790067,-0.47908676070718687,-0.444999501816175,-0.14075630005399714,0.0,2,male,S,Mr.
21,0.35124729349820594,-0.47908676070718687,-0.444999501816175,-0.39209972012176264,1.0,2,male,S,Mr.
22,-1.0920847451559934,-0.47908676070718687,-0.444999501816175,-0.4882057103119818,1.0,3,female,Q,Miss.
23,-0.10454177133996227,-0.47908676070718687,-0.444999501816175,0.042917737687831505,1.0,1,male,S,Mr.
24,-1.6238386541338563,2.4020368369913165,0.7107630931786129,-0.2359767880412083,0.0,3,female,S,Miss.
25,0.6551066700569848,0.481287771858981,5.333813473157765,-0.03659378654514433,1.0,3,female,S,Mrs.
26,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.5037542009595585,0.0,3,male,C,Mr.
27,-0.7882253685972146,2.4020368369913165,1.8665256881734007,4.441427588873728,0.0,1,male,S,Mr.
28,-0.5462523515767146,-0.47908676070718687,-0.444999501816175,-0.49110582669737907,1.0,3,female,Q,Miss.
29,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.4907848804840617,0.0,3,male,S,Mr.
30,0.8070363583363742,-0.47908676070718687,-0.444999501816175,-0.10748616488071937,0.0,1,male,C,Other
31,0.5819976471255492,0.481287771858981,-0.444999501816175,2.189406012353938,1.0,1,female,C,Mrs.
32,-0.5462523515767146,-0.47908676070718687,-0.444999501816175,-0.4936037936106679,1.0,3,female,Q,Miss.
33,2.7821223059684366,-0.47908676070718687,-0.444999501816175,-0.44043499321171753,0.0,2,male,S,Mr.
34,-0.10454177133996227,0.481287771858981,-0.444999501816175,0.9452560830184984,0.0,1,male,C,Mr.
35,0.9589660466157636,0.481287771858981,-0.444999501816175,0.36193054008153386,0.0,1,male,S,Mr.
36,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.5036729977007673,1.0,3,male,C,Mr.
37,-0.6362956803178252,-0.47908676070718687,-0.444999501816175,-0.4878035608398733,0.0,3,male,S,Mr.
38,-0.8641902127369093,1.4416623044251486,-0.444999501816175,-0.2954291739418528,0.0,3,female,S,Other
39,-1.1680495892956881,0.481287771858981,-0.444999501816175,-0.4260948843913897,1.0,3,female,C,Miss.
40,0.8070363583363742,0.481287771858981,-0.444999501816175,-0.46025245517859903,0.0,3,female,S,Mrs.
41,-0.180506615479657,0.481287771858981,-0.444999501816175,-0.23742684623390695,0.0,2,female,S,Mrs.
42,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.4907848804840617,0.0,3,male,C,Mr.
43,-2.00366287483233,0.481287771858981,1.8665256881734007,0.16045365455521304,1.0,2,female,C,Miss.
44,-0.7882253685972146,-0.47908676070718687,-0.444999501816175,-0.49110582669737907,1.0,3,female,Q,Miss.
45,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.4878035608398733,0.0,3,male,S,Mr.
46,-0.2593380985801533,0.481287771858981,-0.444999501816175,-0.34376444703180775,0.0,3,male,Q,Mr.
47,-0.5462523515767146,-0.47908676070718687,-0.444999501816175,-0.4936037936106679,1.0,3,female,Q,Miss.
48,-0.2593380985801533,1.4416623044251486,-0.444999501816175,-0.22429511924082796,0.0,3,male,C,Mr.
49,-0.8641902127369093,0.481287771858981,-0.444999501816175,-0.2992959957890492,0.0,3,female,S,Mrs.
50,-1.699803498273551,3.3624113695574844,0.7107630931786129,0.12387932011350597,0.0,3,male,S,Master.
51,-0.6362956803178252,-0.47908676070718687,-0.444999501816175,-0.4926370881488688,0.0,3,male,S,Mr.
52,1.4907199555936266,0.481287771858981,-0.444999501816175,0.8400475941999791,1.0,1,female,C,Mrs.
53,-0.028576927200267572,0.481287771858981,-0.444999501816175,-0.14075630005399714,1.0,2,female,S,Mrs.
54,2.7061574618287416,-0.47908676070718687,0.7107630931786129,0.554869482969245,0.0,1,male,C,Mr.
55,0.8852248091720784,-0.47908676070718687,-0.444999501816175,0.042917737687831505,1.0,1,male,S,Mr.
56,-0.6362956803178252,-0.47908676070718687,-0.444999501816175,-0.44043499321171753,1.0,2,female,S,Miss.
57,-0.06655934927011492,-0.47908676070718687,-0.444999501816175,-0.5036729977007673,0.0,3,male,C,Mr.
58,-1.8517331865529405,0.481287771858981,1.8665256881734007,-0.1069216088910287,1.0,2,female,S,Miss.
59,-1.3959441217147723,4.322785902123652,1.8665256881734007,0.26332658297802586,0.0,3,male,S,Master.
60,-0.5603308361781305,-0.47908676070718687,-0.444999501816175,-0.5036729977007673,0.0,3,male,C,Mr.
61,0.6551066700569848,-0.47908676070718687,-0.444999501816175,0.9032855986890288,1.0,1,female,S,Miss.
62,1.1868605790348477,0.481287771858981,-0.444999501816175,0.970471628284066,0.0,1,male,S,Mr.
63,-1.9276980306926352,2.4020368369913165,1.8665256881734007,-0.10402149250563143,0.0,3,male,S,Master.
64,0.8852248091720784,-0.47908676070718687,-0.444999501816175,-0.10748616488071937,0.0,1,male,C,Mr.
65,-0.2593380985801533,0.481287771858981,0.7107630931786129,-0.3486791775995944,1.0,3,male,C,Master.
66,-0.028576927200267572,-0.47908676070718687,-0.444999501816175,-0.44043499321171753,1.0,2,female,S,Mrs.
67,-0.7882253685972146,-0.47908676070718687,-0.444999501816175,-0.48570967680961646,0.0,3,male,S,Mr.
68,-0.9401550568766041,3.3624113695574844,1.8665256881734007,-0.4902203244943711,1.0,3,female,S,Miss.
69,-0.2564714596193517,1.4416623044251486,-0.444999501816175,-0.4759614189328344,0.0,3,male,S,Mr.
70,0.19931760521881653,-0.47908676070718687,-0.444999501816175,-0.44043499321171753,0.0,2,male,S,Mr.
71,-1.0161199010162987,4.322785902123652,1.8665256881734007,0.26332658297802586,0.0,3,female,S,Miss.
72,-0.6362956803178252,-0.47908676070718687,-0.444999501816175,0.777613888655146,0.0,2,male,S,Mr.
73,-0.2564714596193517,0.481287771858981,-0.444999501816175,-0.3639840584707977,0.0,3,male,C,Mr.
74,0.19931760521881653,-0.47908676070718687,-0.444999501816175,0.4488528283846616,1.0,3,male,S,Mr.
75,-0.33243630375904637,-0.47908676070718687,-0.444999501816175,-0.49553720453426614,0.0,3,male,S,Mr.
76,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.4907848804840617,0.0,3,male,S,Mr.
77,-0.2593380985801533,-0.47908676070718687,-0.444999501816175,-0.4878035608398733,0.0,3,male,S,Mr.
78,-2.1685065866154676,-0.47908676070718687,1.8665256881734007,-0.08275397234605125,1.0,2,male,S,Master.
